response_id;customer_id;data_resposta;industria;empresa;produto;jornada;canal;regiao;segmento;nps_score
R0934;C0175;2025-09-02;Seguros;ClasseA;Seguro Vida;Pagamento;Loja/Agência;Sul;Baixa Renda;10
R0935;C0182;2025-02-05;Banco;Nexa Bank;Empréstimo;Renovação;Call Center;Centro-Oeste;Premium;6
R0936;C0364;2025-02-12;Telecom;Connecta;Celular Pré-Pago;Pagamento;Loja/Agência;Centro-Oeste;Média Renda;8
R0937;C0314;2025-05-03;Seguros;ClasseA;Seguro Auto;Reclamação;Atendimento Humano;Centro-Oeste;Média Renda;6
R0938;C0011;2025-11-16;Varejo;MercadoBom;Loja Física;Atendimento;Call Center;Sudeste;Alta Renda;7
R0939;C0136;2025-06-25;Banco;Nexa Bank;Cartão de Crédito;Atendimento;Website;Centro-Oeste;PME;5
R0940;C0024;2025-02-28;Varejo;LojaFácil;Entrega;Pagamento;Atendimento Humano;Sul;PME;6
R0941;C0073;2025-11-13;Telecom;Connecta;Internet Fixa;Uso do App/Site;App;Sul;Alta Renda;9
R0942;C0004;2025-02-16;Telecom;Connecta;Celular Pré-Pago;Renovação;Chatbot;Nordeste;Baixa Renda;3
R0943;C0607;2025-12-13;Seguros;SeguroDireto;Seguro Vida;Uso do App/Site;Website;Sudeste;Baixa Renda;4
R0944;C0193;2025-02-08;Banco;Atlas Bank;Cartão de Crédito;Uso do App/Site;Atendimento Humano;Sudeste;Baixa Renda;7
R0945;C0671;2025-01-04;Telecom;FibraMax;Celular Pós-Pago;Cancelamento;Website;Sul;PME;5
R0946;C0013;2025-08-17;Varejo;MercadoBom;Loja Física;Cancelamento;Website;Sudeste;Baixa Renda;8
R0947;C0234;2025-04-08;Banco;TradBank;Cartão de Crédito;Reclamação;Call Center;Norte;Baixa Renda;2
R0948;C0395;2025-03-14;Telecom;FibraMax;Internet Fixa;Renovação;Call Center;Centro-Oeste;PME;8
R0949;C0098;2025-04-22;Seguros;SeguroDireto;Seguro Auto;Cancelamento;Website;Nordeste;PME;8
R0950;C0622;2025-09-07;Banco;Nexa Bank;Cartão de Crédito;Atendimento;Website;Nordeste;Alta Renda;6
R0951;C0503;2025-08-02;Seguros;ClasseA;Seguro Residencial;Atendimento;Website;Centro-Oeste;Baixa Renda;6
R0952;C0132;2025-12-19;Banco;Nexa Bank;Cartão de Crédito;Renovação;Website;Nordeste;Alta Renda;9
R0953;C0349;2025-10-12;Varejo;LojaFácil;Entrega;Atendimento;App;Sudeste;PME;6
R0954;C0321;2025-01-10;Varejo;CompreJá;Entrega;Uso do App/Site;Website;Nordeste;Premium;5
R0955;C0147;2025-05-22;Banco;ContaMais;Cartão de Crédito;Cancelamento;Website;Norte;Alta Renda;8
R0956;C0620;2025-06-10;Varejo;LojaFácil;Compra Online;Atendimento;Website;Sul;Baixa Renda;8
R0957;C0306;2025-01-06;Telecom;LegacyTel;Celular Pré-Pago;Uso do App/Site;Atendimento Humano;Norte;Baixa Renda;6
R0958;C0569;2025-07-15;Varejo;MercadoBom;Compra Online;Uso do App/Site;Call Center;Sudeste;Baixa Renda;9
R0959;C0489;2025-10-10;Telecom;FibraMax;Celular Pré-Pago;Atendimento;Call Center;Sudeste;Alta Renda;6
R0960;C0332;2025-05-25;Varejo;LojaFácil;Compra Online;Pagamento;Loja/Agência;Centro-Oeste;Premium;7
R0961;C0352;2025-07-31;Banco;Atlas Bank;Empréstimo;Onboarding;Loja/Agência;Sul;PME;8
R0962;C0268;2025-03-01;Banco;TradBank;Cartão de Crédito;Atendimento;Atendimento Humano;Sudeste;Premium;9
R0963;C0397;2025-06-15;Telecom;MobileNow;Internet Fixa;Onboarding;Loja/Agência;Norte;Baixa Renda;10
R0964;C0008;2025-09-09;Seguros;Protege+;Seguro Auto;Reclamação;Call Center;Centro-Oeste;Baixa Renda;7
R0965;C0164;2025-07-18;Varejo;LojaFácil;Entrega;Onboarding;Atendimento Humano;Nordeste;Premium;8
R0966;C0210;2025-07-27;Telecom;LegacyTel;Celular Pré-Pago;Pagamento;Call Center;Sul;Alta Renda;4
R0967;C0642;2025-11-28;Telecom;FibraMax;Internet Fixa;Onboarding;Chatbot;Sudeste;Média Renda;8
R0968;C0469;2025-06-17;Telecom;MobileNow;Celular Pré-Pago;Cancelamento;Call Center;Sul;Premium;4
R0969;C0281;2025-01-06;Seguros;Protege+;Seguro Vida;Cancelamento;Website;Centro-Oeste;PME;5
R0970;C0670;2025-08-02;Banco;Nexa Bank;Cartão de Crédito;Atendimento;Chatbot;Norte;Média Renda;4
R0971;C0179;2025-09-01;Banco;Nexa Bank;Cartão de Crédito;Cancelamento;App;Sudeste;Alta Renda;8
R0972;C0157;2025-12-21;Banco;Nexa Bank;Conta Corrente;Onboarding;Loja/Agência;Sul;PME;9
R0973;C0208;2025-09-03;Telecom;LegacyTel;Internet Fixa;Atendimento;Loja/Agência;Centro-Oeste;Baixa Renda;7
R0974;C0501;2025-12-26;Varejo;MercadoBom;Compra Online;Renovação;Call Center;Sul;Média Renda;5
R0975;C0655;2025-06-14;Telecom;MobileNow;Celular Pré-Pago;Cancelamento;Loja/Agência;Sudeste;Alta Renda;4
R0976;C0369;2025-07-28;Varejo;LojaFácil;Loja Física;Uso do App/Site;Atendimento Humano;Centro-Oeste;Alta Renda;5
R0977;C0554;2025-06-24;Seguros;SeguroDireto;Seguro Auto;Reclamação;Call Center;Sul;Alta Renda;8
R0978;C0681;2025-10-09;Telecom;FibraMax;Celular Pré-Pago;Uso do App/Site;Website;Centro-Oeste;Baixa Renda;6
R0979;C0109;2025-07-28;Telecom;FibraMax;Celular Pré-Pago;Uso do App/Site;Loja/Agência;Nordeste;PME;10
R0980;C0248;2025-06-06;Telecom;MobileNow;Celular Pré-Pago;Renovação;Chatbot;Sul;Média Renda;5
R0981;C0433;2025-03-02;Seguros;Protege+;Seguro Residencial;Cancelamento;Website;Norte;Baixa Renda;7
R0982;C0696;2025-01-22;Varejo;LojaFácil;Entrega;Atendimento;App;Norte;Alta Renda;4
R0983;C0503;2025-12-17;Seguros;ClasseA;Seguro Auto;Atendimento;Call Center;Nordeste;Baixa Renda;7
R0984;C0248;2025-06-22;Banco;Nexa Bank;Cartão de Crédito;Onboarding;Chatbot;Sudeste;PME;8
R0985;C0475;2025-04-03;Seguros;ClasseA;Seguro Auto;Pagamento;Call Center;Norte;PME;7
R0986;C0340;2025-11-04;Varejo;MercadoBom;Entrega;Reclamação;Chatbot;Norte;Baixa Renda;1
R0987;C0700;2025-06-24;Seguros;SeguroDireto;Seguro Auto;Renovação;Website;Sudeste;Média Renda;5
R0988;C0441;2025-12-24;Seguros;ClasseA;Seguro Auto;Renovação;Chatbot;Sudeste;Baixa Renda;8
R0989;C0520;2025-07-25;Banco;Nexa Bank;Empréstimo;Reclamação;Loja/Agência;Nordeste;Premium;9
R0990;C0190;2025-12-03;Telecom;MobileNow;Internet Fixa;Onboarding;App;Sul;Baixa Renda;7
R0991;C0010;2025-09-29;Seguros;SeguroDireto;Seguro Auto;Reclamação;App;Sul;Média Renda;6
R0992;C0150;2025-02-06;Varejo;SuperPrime;Compra Online;Pagamento;Website;Centro-Oeste;Média Renda;6
R0993;C0044;2025-08-10;Telecom;Connecta;Celular Pré-Pago;Uso do App/Site;App;Centro-Oeste;Premium;8
R0994;C0651;2025-11-27;Varejo;CompreJá;Loja Física;Onboarding;Website;Nordeste;PME;3
R0995;C0403;2025-05-23;Telecom;FibraMax;Internet Fixa;Reclamação;Atendimento Humano;Nordeste;PME;7
R0996;C0604;2025-12-19;Varejo;MercadoBom;Loja Física;Renovação;Call Center;Nordeste;Premium;6
R0997;C0246;2025-06-15;Telecom;Connecta;Celular Pós-Pago;Pagamento;App;Centro-Oeste;Alta Renda;4
R0998;C0303;2025-03-13;Telecom;LegacyTel;Celular Pós-Pago;Pagamento;Website;Nordeste;Premium;4
R0999;C0346;2025-11-21;Telecom;LegacyTel;Celular Pré-Pago;Renovação;Call Center;Norte;Premium;4
R1000;C0128;2025-05-10;Telecom;FibraMax;Celular Pré-Pago;Cancelamento;Chatbot;Nordeste;Média Renda;4
